가게이름,날짜,리뷰,평점,주소,분류
란주칼면,2020.11.05.,도삭면 꿔바로우 ㄱ ㄱ ,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.10.17.,한국식 마라 싫은데 요긴 찐이다,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.10.12.,짜장면-소스가 너무 맛있음 도삭면 특성상 면에 양념이 안 배는 건 어쩔 수 없는 듯 약간 아쉽다 수제비같이 쫄깃해서 특이하긴했음 꿔바로우-많이 기대하고 갔는데 엄청 특별하진 않고 맛있는 꿔바로우 정석인 듯 소스가 연해서 먹을 수록 느끼한 게 아쉬웠다 마늘후레이크랑 청양고추랑 잘 어울려서 끝까지 먹었는데 그거 아니면 물렸을 듯  그리고 김치가 진주집김치 스타...,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.09.07.,조금 아쉬워요,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.08.29.,실패없는 란주칼면 ㅋ 6번 정도 가보았는데 매 방문 모두 맛났어요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.08.26.,그냥 칼국수 느낌... 별로 특별함을 모르겠네요,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.08.22.,"명동상권에서 일하면서 정말 오랫동안 저의 최애맛집이었는데,, 점점 맛이변해가는게 느껴져 너무 속상하네요. 짬뽕,,,매워지는건 더매워지면서 해물 깊은 맛이 없어졌고.... 탕수육 오늘 시켰는데 핑크색 덜 익어보이는 고기색에 고기맛도 변해 실망스럽네요,,,,, 저는 이제 도삭면먹으러 어딜가야하죠...? 상실감마저 듭니다",1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.08.07.,예전에 자주왔는데 오랜만에 오니 많이 후져짐. 오늘이 앞으로 마지막 방문임,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,,직원 교육이 필요해보입니다... 바닥에 떨어뜨린 그릇 안씻고 그대로 사용하더라구요... 다시 못갈것 같습니다...,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.08.01.,짜장이 해물 그득그득 하고 먹다보면 술땡김 무엇보다도 꿔바로우.. 정말 너 참 맛지다 ..,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.07.31.,작년에 자주 가다가 오랫만에 갔는데 양이 너무 적어진건 둘째치고 다른 테이블 음식이 우리 테이블로 잘 못 나왔는데 손님 앞에서 '아이씨'라며 소리치면서 발 쾅 함...지인들한테 진짜 맛있다면서 데려간 곳인데 이젠 다시 안 갈듯 직원 교육 다시 시키세요,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.07.05.,와 별 기대 없이 먹었는데 존맛.... 마라볶음이랑 삼선짬뽕 먹었어요 꿔바로우도 먹어보고 싶었는데 두명이라 못 먹음 ㅠㅠ 직원들도 친절하고 면에 간이 잘 스며들어있고 부드러웠는데 평가가 많이 갈리네요 그날그날 다른건가...ㅋㅋㅋㅋ ,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.06.22.,면의 식감이 재미있고 해물이 많이 들어갑니다. 하지만 결정적으로 짜장 짬뽕의 양념 자체가 매력이 없습니다. 한번쯤은 가볼만합니다,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.06.21.,맛있어요 명동 갈때마다 생각나요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.06.17.,맛있어요~^^ ,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.06.15.,이것저것 먹어봤지만 마라볶음면 최고.... 자꾸 생각나요ㅠ,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.05.31.,매운 거 못 먹어서 쥬로우 도삭면 먹었는데 괜찮았다. 고수향 나는 느끼한 국물의 칼국수 느낌? 근데 점심에 꿔바로우 안된다고 함.. 왜!!!!ㅠㅠ 줄서서 먹을 만한 곳은 아니라는 데에 동의.,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.04.26.,리뉴얼해서 깔끔해짐. 식기가 새것. 스뎅은 새로 구매하면 연마제 닦아내야 하는데 시커멓게 묻어나옴 ;; 꿔바로우 기존의 맛은 유지함.  마라덮밥은 자작한 국물이 아니여서 실망...,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.04.12.,사람들 줄서서 먹는데 그 정도는 아니에요ㅠ 짜장면이랑 짬뽕은 그럭저럭 먹을 만한데 꿔바로우도 소스가 너무 달아서.. 새콤한 맛이 없어서 질려요 ㅠ 볶음면은 완전 맹맛.깜짝 놀랐어요 아무맛도 안나서 ಠ‸ಠ,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.03.20.,보통이네요 ,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.02.19.,솔직히 인생 면요리 남친이랑 둘의 소울푸드 덜 친절하지만 맛있어서 찾게 되는 맛집,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.01.29.,도삭면이아닌돌삭면 밀가루면을씹으면서 턱이아픈경우는실패란얘기 왜손님이많은지 이유를 잘모르겟다 그래서2점,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.01.11.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.01.05.,"밑에 어떤 분이 도삭면이라는거 말고는 특별한 점 없다고 하셨는데 그에 전적으로 동의합니다,, 뭐 특별히 맛있지도 않고 쏘쏘..? 기대하고 간다면 실망할.. 도삭면이라서 좀 넙적하고 두꺼운 면이 나오는데 쫄깃쫄깃하긴 하지만 저는 일반 짜장면에 쓰이는 면이 더 좋아요.. 친구는 마라탕 먹었는데 마라탕에 두부 이런거 많이 없었고 도삭면이 들어가있던게 좀 특이했음...",3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.11.23.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.10.27.,보통이에요,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.10.20.,면이 도삭이라는것 빼면 특별한건 없었음 두꺼운 면이 적당하게 잘 익고 쫄깃해서 좋았음 요리는 그냥 쏘쏘 특히 새우관자는..별로 ,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.10.15.,"가끔 꿔바로우 먹고 싶을 때, 생각나는 곳이다. 방송을 많이 타서, 웨이팅은 필수가 됨 꿔바로우와 함께 먹기에는  내 입맛에는 짜장 도삭면 보다는, 짬뽕 도삭면이 더 나았다.  ",4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.09.13.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.08.15.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.07.12.,도삭면이라는 독특함 빼면 그닥... 조미료 의존도가 높은 맛. 면이 두텁고 쫄깃해 어쩔 수 없는 듯...,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.06.23.,다 맛있네요. 손님 많은 집들중에선 꽤나 친절한 편. 만족,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.04.28.,사람이 많음 웨이팅필수 탕수육 겉바속촉 볶음밥보다는 짬뽕이 맛있음 ,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.04.20.,짜장면 맛있었어요! 면도 쫄깃쫄깃 하고^^ 탕수육도 괜찮았습니다!!,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2019.01.27.,"짜장면은 굿! 면발이 엄청 쫄깃하네요 탕수육은 비추, 양념이 별로고 고기비린내가 나요",4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.12.11.,"짬뽕은 특별하진 않았는데, 탕수육이 진짜 맛있었음. 평일 저녁에 갔는데 웨이팅 조금 있고 사람 많고 복잡함. 한번은 가볼만!",3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.12.07.,예전 맛집이었는데 이젠 관광객들에게 양보해야하나? 맛도 서비스도,1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.11.07.,조금 아쉬워요,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.10.05.,긋,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.09.29.,대기손님 꽤 있음 비싼듯 시켜보면 양 많음  짬뽕은 라면스프맛 남 칼면이라는거 빼면 그닥...,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.09.20.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.09.11.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.09.09.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.08.14.,그냥 저냥 오래 끊인 오징어 국물맛 양많고 친절함,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.06.15.,쏘쏘,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.05.22.,도삭면 맛이씀  서빙이나 위생 가게분위기는 그닥.. ,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.04.15.,서울에 도식면 먹집 쉽지 읺은데 이곳은 그 좋은 곳이다. 가격도 괜찮은데 양도 생각보다 그꽤 많다. 면발이 두꺼운 편이어서 양이 작아보여도 실제먹어보면 많다. 탕수육도 꼭 먹어보길,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.03.11.,"해물볶음, 탕수육(꿔바로우)  관자새우는 그냥그냥 먹을만하고 짜장은 맛나고 육개장은 별로였음 고추기름을 많이 쓰고 먹다보니 혀가 떨떠름해짐 도삭면이라 면은 쫄깃함 ",4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.02.08.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.02.02.,면도 특이하고 맛도 있어요 명동오시면 꼭 들리세요 웨이팅 할수도 있어요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2018.01.11.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2017.12.26.,유슬볶음자장도삭면 맛남!! 점심엔 요리 안해서 아쉽. 탕슉 못먹음,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,,보통이에요,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2017.08.26.,추억의 도삭면집 맛은 쏘쏘지만 면이 독특해서 가볼만하다ㅋ,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2017.08.10.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2017.01.21.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.12.14.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.07.04.,칼면은 처음인데.. 뚜꺼워서 약간 수제비 같기도 하네~,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.06.16.,맥주와 함께라면 별 다섯~,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.04.13.,양 많음. 편안한 분위기 아님. 주로우도삭면! 두터운 면이니 세명 까지 면은 하나만 주문해도 됨.,3,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.03.27.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2016.03.10.,해물자장도삭면/사천짬뽕도삭면,1,서울 중구 소공로 64 동남빌딩,도삭면
오뚜기도삭면,2020.07.12.,어떻게 저런 말라 비틀어진 짜사이랑 김치를 손님한테 줄 수 있을까? 최소한의 양심도 없는 식당 같다.,1,경기 안산시 단원구 원곡로3길 16,도삭면
골드피쉬딤섬퀴진,2020.05.23.,딤섬 기대하고갔는데 무떡볶음이 더 맛있었네요 요리 나오는데 시간이 걸립니다..,3,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2020.04.19.,맛        : ●●●●●      가격대 : ●●○○○ 서비스 : ●●●○○ 종합    : ●●●●○  ,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2020.03.02.,홍콩 크리스탈제이드 딘타이펑에서 먹어본 맛을 한국에선 어디서도  못느꼈는데 드디어 찾았네요 양주식 볶음밥 마저도 너무 비슷해서 놀랐어요 우리나라 딘타이펑 크리스탈제이드 팀호완은 하나같이 별로였는데.. 다만 새우딤섬은 비교적 별로에요 구채교 소룡포는 강추,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2020.02.28.,맛있어요 ,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2020.01.20.,딤섬이랑 탕수육 :-) 넘 맛있었어요,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2019.08.10.,찜통. 진짜 더움.   전에 왔을 때 음식 맛은 괜찮아서 손님 모시고 갔다가 면이 안 섰음. 시원하게 해줄 수 없냐고 해도 직원인지 알바인지 퉁명스럽게 이게 최대라고 ㅎ 여름엔 가지 마시길.,1,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2019.08.10.,오지게 더움. 에어컨에 표시된 실내온도가 29도였음. 사람들 다 땀흘리면서 먹고.. 굳이 왜 그렇게 먹어야 하는지 모르겠음 덥다고 얘기했는데도 그냥 어쩔 수 없다는 당당한 태도. 최악.,1,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2019.06.06.,Yummy,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2019.05.17.,맛있음. ,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2019.04.02.,가로수길 시절부터 다녔던 곳인데 돈벌어서 그런지 직원들이 너무 불친절함  예약을 해도 사람들 많이 앉힐려고 말고 안되는 자리안내하고 가격은 너무 오름 기분나쁘게 딤섬먹을거 아님 비추,2,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.12.22.,한가지만 빼고 다 맘에 들어요. 공간이 작은 편이라 예약손님 외에 즉석손님 자리가 많지 않아서 문열기 전에 가서 기다려야 한다는 것만 좀 그렇고요. 주문 즉시 만들어주시는 속이 꽉찬 딤섬들은 퀄리티가 훌륭하고 볶음밥과 가지볶음도 너무 맛있어요. 양배추피클이 좀만 덜 시었으면 하지만 음식들이 좋아서 만족스러워요. 새우딤섬은 새우만으로 꽉차서 탱글탱글하고 부추...,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.12.06.,좋아요,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.07.15.,전체적으로 새우 들어간 딤섬이 그 오동통통한 새우살의 느낌을 잘 살린것 같다. 쇼마이는 육즙이 없고 퍽퍽했지만 하가우 괜찮았음. 같이간 친구가 너무 맘에들어해서...,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.04.18.,별론데 웨이팅도 있음,2,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.04.08.,딤섬사이즈가 완전 큼! 샤오파이 새우살통통! 춘귄 맛있어요! 청경채는 마늘소스가 간이 쏘쏘  3명에 딤섬4개 혹은 3개에 식사하면 배빵빵,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.04.02.,전반적으로 간이나 향이 세지 않아 누구든 먹기 편할것 같다. 샤오롱바오는 너무 싱거운 맛이 나서 아쉽긴 하지만 그 외 딤섬들은 꽤 맛있게 먹었다. 골드피쉬볶음밥이 생각외로 맛있었다. 티는 주문하면 계속 리필 가능. ,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2018.03.15.,최고예요,5,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2017.08.07.,딤섬과 볶음밥,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2017.03.24.,좋아요,4,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2017.03.02.,Dimsum,3,서울 강남구 압구정로48길 35,딤섬
골드피쉬딤섬퀴진,2016.02.20.,압구정 로데오에 위치한 딤섬집 개인적으론 소롱포와 하가우를 추천 볶음밥도 맛남 마라우육면은 면이 좀 퍼져서 아쉬었음 인당 3만원 정도 잡으면 적당히 먹을 수 있음,4,서울 강남구 압구정로48길 35,딤섬
